review_id,date,language,rating,sentiment,topic,topic_key,text,source
R000791,2024-04-05,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000792,2025-07-17,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000793,2025-06-21,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R000794,2025-06-25,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Booking
R000795,2024-11-20,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",TripAdvisor
R000796,2025-10-09,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,TripAdvisor
R000797,2024-07-17,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000798,2025-09-22,fr,2,negative,File d'attente,file_attente,"Queue énorme à chaque étage, prévoir une journée entière.",Booking
R000799,2024-07-25,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R000800,2024-01-07,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R000801,2024-07-17,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R000802,2025-05-08,en,2,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",TripAdvisor
R000803,2025-02-27,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Booking
R000804,2025-07-22,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R000805,2024-10-14,fr,2,negative,Ascenseurs,ascenseur,"Ascenseur en panne le jour de notre visite, déception totale.",Google Maps
R000806,2025-02-02,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R000807,2024-02-02,fr,2,negative,Ascenseurs,ascenseur,"Ascenseurs souvent en maintenance, prévoyez les escaliers.",TripAdvisor
R000808,2024-11-05,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R000809,2025-03-30,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",Google Maps
R000810,2024-12-14,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R000811,2024-04-10,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Google Maps
R000812,2025-04-15,de,2,negative,File d'attente,file_attente,"Endlose Warteschlange, über 2 Stunden trotz Online-Ticket.",TripAdvisor
R000813,2025-08-31,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R000814,2024-01-24,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000815,2024-07-16,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R000816,2024-10-07,en,1,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",TripAdvisor
R000817,2025-07-16,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",TripAdvisor
R000818,2024-03-13,fr,1,negative,Ascenseurs,ascenseur,"Ascenseurs souvent en maintenance, prévoyez les escaliers.",TripAdvisor
R000819,2025-11-22,de,4,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",TripAdvisor
R000820,2025-08-29,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000821,2024-07-21,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R000822,2025-04-24,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000823,2024-08-17,fr,1,negative,Propreté,proprete,"Beaucoup de déchets autour du monument, dommage pour l'image.",TripAdvisor
R000824,2025-11-12,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000825,2024-04-25,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000826,2025-02-19,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000827,2025-02-14,es,5,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",Google Maps
R000828,2024-12-14,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",TripAdvisor
R000829,2024-08-29,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R000830,2025-04-19,en,2,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",TripAdvisor
R000831,2024-04-21,fr,4,positive,Personnel / Accueil,personnel,"Le staff est multilingue et très serviable, parfait pour les touristes.",Google Maps
R000832,2024-03-03,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",TripAdvisor
R000833,2025-11-07,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R000834,2025-11-28,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Google Maps
R000835,2024-12-18,fr,2,negative,Ascenseurs,ascenseur,"Un seul ascenseur fonctionnait, attente énorme pour redescendre.",Booking
R000836,2024-10-28,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R000837,2024-04-22,de,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000838,2025-02-19,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000839,2025-01-28,en,1,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",Google Maps
R000840,2024-03-14,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000841,2024-03-27,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R000842,2025-04-10,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000843,2025-09-11,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000844,2025-08-13,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",TripAdvisor
R000845,2024-03-22,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",TripAdvisor
R000846,2025-06-13,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000847,2025-07-06,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R000848,2025-04-25,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R000849,2024-10-28,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000850,2025-07-31,fr,3,neutral,Général,generique,Ça vaut le coup de le voir une fois dans sa vie.,TripAdvisor
R000851,2024-10-25,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R000852,2024-10-11,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R000853,2025-09-10,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000854,2024-09-24,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R000855,2024-03-27,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",Booking
R000856,2024-08-31,en,2,negative,Sécurité,securite,Felt unsafe with all the street vendors harassing tourists.,Google Maps
R000857,2024-04-28,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",TripAdvisor
R000858,2025-02-03,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000859,2025-04-04,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R000860,2025-10-14,fr,5,positive,Vue / Panorama,vue,"La vue depuis le sommet est tout simplement à couper le souffle, Paris s'étend à perte de vue.",TripAdvisor
R000861,2024-04-10,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000862,2025-08-25,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R000863,2025-11-19,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,TripAdvisor
R000864,2024-12-25,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R000865,2025-08-31,fr,4,positive,Vue / Panorama,vue,"La vue depuis le sommet est tout simplement à couper le souffle, Paris s'étend à perte de vue.",Google Maps
R000866,2024-03-29,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000867,2024-07-07,fr,2,negative,Sécurité,securite,"Trop de vendeurs à la sauvette autour, sentiment d'insécurité.",TripAdvisor
R000868,2025-03-13,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000869,2024-10-10,en,2,negative,Ascenseurs,ascenseur,"Elevator broke down during our visit, total disappointment.",Google Maps
R000870,2024-09-28,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R000871,2025-02-06,fr,3,neutral,Général,generique,Ça vaut le coup de le voir une fois dans sa vie.,TripAdvisor
R000872,2024-04-18,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Booking
R000873,2024-09-13,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R000874,2024-02-08,fr,4,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R000875,2025-05-17,fr,2,negative,Propreté,proprete,"Toilettes pas très propres au deuxième étage, à améliorer.",TripAdvisor
R000876,2025-01-28,en,1,negative,File d'attente,file_attente,"Endless lines at every floor, terrible organization.",Booking
R000877,2025-02-14,es,5,positive,Expérience globale,experience,"Visita perfecta en familia, los niños lo adoraron.",TripAdvisor
R000878,2025-04-15,it,1,negative,Prix / Tarification,prix,"Prezzi eccessivi, soprattutto la ristorazione.",Google Maps
R000879,2025-11-07,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R000880,2024-03-27,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000881,2025-08-30,en,4,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R000882,2025-04-05,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",Booking
R000883,2024-05-01,fr,4,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R000884,2024-08-26,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Booking
R000885,2025-09-25,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R000886,2024-11-10,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R000887,2024-04-18,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R000888,2025-11-25,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R000889,2024-08-06,fr,1,negative,Sécurité,securite,"Trop de vendeurs à la sauvette autour, sentiment d'insécurité.",Google Maps
R000890,2025-03-01,en,4,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R000891,2024-04-12,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R000892,2024-03-23,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R000893,2025-03-02,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R000894,2024-10-04,es,4,positive,Vue / Panorama,vue,"La vista desde la cima es impresionante, se ve todo París.",Google Maps
R000895,2025-05-26,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000896,2025-07-25,fr,2,negative,Ascenseurs,ascenseur,"Un seul ascenseur fonctionnait, attente énorme pour redescendre.",TripAdvisor
R000897,2025-07-06,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",Google Maps
R000898,2024-04-25,en,1,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,Google Maps
R000899,2024-06-29,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000900,2024-09-14,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000901,2025-07-04,es,2,negative,File d'attente,file_attente,"Cola interminable de más de 2 horas, una pesadilla.",TripAdvisor
R000902,2025-03-31,es,5,positive,Vue / Panorama,vue,"La vista desde la cima es impresionante, se ve todo París.",Google Maps
R000903,2024-04-22,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R000904,2024-03-16,fr,2,negative,Prix / Tarification,prix,"Le prix du billet est prohibitif, surtout pour une famille avec enfants.",TripAdvisor
R000905,2025-09-16,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R000906,2024-10-03,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R000907,2025-04-21,fr,1,negative,File d'attente,file_attente,"Attente beaucoup trop longue malgré la réservation en ligne, c'est inacceptable.",TripAdvisor
R000908,2025-10-15,fr,4,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",Booking
R000909,2025-06-18,de,5,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",TripAdvisor
R000910,2025-03-14,it,4,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",Google Maps
R000911,2025-08-28,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",Booking
R000912,2024-02-11,de,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R000913,2024-04-10,es,5,positive,Expérience globale,experience,"Visita perfecta en familia, los niños lo adoraron.",TripAdvisor
R000914,2024-05-15,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",TripAdvisor
R000915,2025-11-16,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R000916,2025-04-19,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000917,2024-01-02,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R000918,2024-02-03,fr,3,neutral,Général,generique,Ça vaut le coup de le voir une fois dans sa vie.,TripAdvisor
R000919,2024-12-09,es,2,negative,File d'attente,file_attente,"Cola interminable de más de 2 horas, una pesadilla.",Google Maps
R000920,2024-04-23,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R000921,2024-03-09,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000922,2025-10-26,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",TripAdvisor
R000923,2024-09-30,de,5,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",Google Maps
R000924,2025-05-28,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R000925,2025-01-11,fr,2,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",Google Maps
R000926,2025-04-13,it,2,negative,File d'attente,file_attente,"Coda interminabile di oltre 2 ore, un incubo.",TripAdvisor
R000927,2024-04-24,en,4,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R000928,2025-03-02,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Booking
R000929,2025-10-22,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R000930,2024-12-17,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",Google Maps
R000931,2024-05-15,es,5,positive,Expérience globale,experience,"Visita perfecta en familia, los niños lo adoraron.",Google Maps
R000932,2024-10-22,fr,1,negative,Prix / Tarification,prix,"Le prix du billet est prohibitif, surtout pour une famille avec enfants.",Google Maps
R000933,2024-06-13,fr,5,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",Google Maps
R000934,2024-08-31,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R000935,2024-07-29,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",Google Maps
R000936,2025-07-06,fr,5,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",Booking
R000937,2024-05-28,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",Booking
R000938,2024-10-23,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Booking
R000939,2024-12-12,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000940,2024-11-11,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R000941,2025-09-14,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000942,2025-07-05,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R000943,2025-05-17,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R000944,2024-05-31,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R000945,2024-11-11,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",Booking
R000946,2024-10-22,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R000947,2025-08-24,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000948,2025-08-27,fr,4,positive,Expérience globale,experience,"Visite parfaite, organisation au top, je recommande vivement.",Google Maps
R000949,2025-04-18,fr,4,positive,Personnel / Accueil,personnel,"Le staff est multilingue et très serviable, parfait pour les touristes.",Google Maps
R000950,2025-05-17,es,4,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",TripAdvisor
R000951,2025-04-19,es,2,negative,Prix / Tarification,prix,Entradas demasiado caras para una familia.,TripAdvisor
R000952,2025-11-12,es,4,positive,Expérience globale,experience,"Visita perfecta en familia, los niños lo adoraron.",Google Maps
R000953,2024-10-10,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R000954,2024-09-21,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",Google Maps
R000955,2025-08-12,en,2,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",TripAdvisor
R000956,2024-05-18,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",TripAdvisor
R000957,2024-10-25,fr,4,positive,Expérience globale,experience,"Visite parfaite, organisation au top, je recommande vivement.",Google Maps
R000958,2024-06-20,de,5,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",Google Maps
R000959,2025-01-06,de,2,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",TripAdvisor
R000960,2025-01-16,en,2,negative,File d'attente,file_attente,"Waited over 2 hours in line even with online tickets, awful.",Google Maps
R000961,2024-08-11,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R000962,2025-06-22,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R000963,2024-03-19,en,2,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",TripAdvisor
R000964,2024-05-22,fr,5,positive,Personnel / Accueil,personnel,"Le staff est multilingue et très serviable, parfait pour les touristes.",Google Maps
R000965,2024-01-30,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R000966,2024-11-10,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R000967,2025-05-10,fr,4,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",Google Maps
R000968,2025-04-25,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",TripAdvisor
R000969,2024-05-06,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",Booking
R000970,2024-12-25,fr,3,neutral,Général,generique,Ça vaut le coup de le voir une fois dans sa vie.,TripAdvisor
R000971,2024-06-13,fr,1,negative,Ascenseurs,ascenseur,"Ascenseurs souvent en maintenance, prévoyez les escaliers.",Google Maps
R000972,2024-01-15,es,5,positive,Vue / Panorama,vue,"La vista desde la cima es impresionante, se ve todo París.",Google Maps
R000973,2024-04-11,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R000974,2025-08-26,de,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000975,2025-06-10,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R000976,2024-04-22,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Google Maps
R000977,2025-05-20,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000978,2025-03-30,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R000979,2024-03-12,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000980,2024-01-14,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R000981,2025-02-08,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R000982,2024-07-22,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R000983,2025-03-10,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R000984,2025-10-21,fr,2,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",Booking
R000985,2024-05-30,en,2,negative,Sécurité,securite,Felt unsafe with all the street vendors harassing tourists.,Google Maps
R000986,2024-05-17,fr,5,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",TripAdvisor
R000987,2025-01-26,es,2,negative,Prix / Tarification,prix,"Precios excesivos, sobre todo la comida en el lugar.",Google Maps
R000988,2025-11-07,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R000989,2025-05-17,es,2,negative,File d'attente,file_attente,Demasiada espera incluso con entradas online.,Google Maps
R000990,2024-05-01,en,2,negative,File d'attente,file_attente,"Waited over 2 hours in line even with online tickets, awful.",TripAdvisor
R000991,2025-07-24,fr,4,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",Google Maps
R000992,2025-03-17,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R000993,2025-11-06,en,5,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R000994,2025-02-04,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R000995,2024-10-18,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R000996,2025-08-20,fr,5,positive,Personnel / Accueil,personnel,"Le staff est multilingue et très serviable, parfait pour les touristes.",TripAdvisor
R000997,2024-12-31,de,5,positive,Vue / Panorama,vue,"Wunderschöner Panoramablick, vor allem bei Sonnenuntergang.",TripAdvisor
R000998,2024-03-08,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",Google Maps
R000999,2025-11-04,fr,4,positive,Expérience globale,experience,"Visite parfaite, organisation au top, je recommande vivement.",Google Maps
R001000,2025-04-25,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R001001,2025-05-15,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",TripAdvisor
R001002,2024-11-02,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R001003,2024-09-28,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",TripAdvisor
R001004,2025-08-15,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",TripAdvisor
R001005,2024-12-21,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Google Maps
R001006,2024-11-16,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R001007,2025-10-04,en,2,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",Google Maps
R001008,2025-10-15,de,4,positive,Vue / Panorama,vue,"Wunderschöner Panoramablick, vor allem bei Sonnenuntergang.",Google Maps
R001009,2025-01-08,en,2,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",TripAdvisor
R001010,2024-03-06,fr,2,negative,Ascenseurs,ascenseur,"Un seul ascenseur fonctionnait, attente énorme pour redescendre.",Google Maps
R001011,2025-09-07,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R001012,2024-11-13,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",TripAdvisor
R001013,2024-10-06,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R001014,2024-02-13,fr,2,negative,Sécurité,securite,"Trop de vendeurs à la sauvette autour, sentiment d'insécurité.",Booking
R001015,2024-03-06,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",Booking
R001016,2024-05-23,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R001017,2025-08-17,en,5,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Booking
R001018,2024-11-16,de,5,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",TripAdvisor
R001019,2024-08-11,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R001020,2024-09-17,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Google Maps
