datetime,date,hour,day_of_week,month,is_weekend,is_holiday_season,visitors
2024-09-04 17:00:00,2024-09-04,17,2,9,0,0,1885
2024-09-04 18:00:00,2024-09-04,18,2,9,0,0,2507
2024-09-04 19:00:00,2024-09-04,19,2,9,0,0,1841
2024-09-04 20:00:00,2024-09-04,20,2,9,0,0,3306
2024-09-04 21:00:00,2024-09-04,21,2,9,0,0,3039
2024-09-04 22:00:00,2024-09-04,22,2,9,0,0,2328
2024-09-04 23:00:00,2024-09-04,23,2,9,0,0,558
2024-09-05 09:00:00,2024-09-05,9,3,9,0,0,1274
2024-09-05 10:00:00,2024-09-05,10,3,9,0,0,1805
2024-09-05 11:00:00,2024-09-05,11,3,9,0,0,1507
2024-09-05 12:00:00,2024-09-05,12,3,9,0,0,1756
2024-09-05 13:00:00,2024-09-05,13,3,9,0,0,2344
2024-09-05 14:00:00,2024-09-05,14,3,9,0,0,2921
2024-09-05 15:00:00,2024-09-05,15,3,9,0,0,2966
2024-09-05 16:00:00,2024-09-05,16,3,9,0,0,3081
2024-09-05 17:00:00,2024-09-05,17,3,9,0,0,2168
2024-09-05 18:00:00,2024-09-05,18,3,9,0,0,1614
2024-09-05 19:00:00,2024-09-05,19,3,9,0,0,2070
2024-09-05 20:00:00,2024-09-05,20,3,9,0,0,2143
2024-09-05 21:00:00,2024-09-05,21,3,9,0,0,1803
2024-09-05 22:00:00,2024-09-05,22,3,9,0,0,2421
2024-09-05 23:00:00,2024-09-05,23,3,9,0,0,619
2024-09-06 09:00:00,2024-09-06,9,4,9,0,0,1121
2024-09-06 10:00:00,2024-09-06,10,4,9,0,0,1416
2024-09-06 11:00:00,2024-09-06,11,4,9,0,0,1841
2024-09-06 12:00:00,2024-09-06,12,4,9,0,0,2136
2024-09-06 13:00:00,2024-09-06,13,4,9,0,0,2123
2024-09-06 14:00:00,2024-09-06,14,4,9,0,0,1747
2024-09-06 15:00:00,2024-09-06,15,4,9,0,0,2975
2024-09-06 16:00:00,2024-09-06,16,4,9,0,0,2836
2024-09-06 17:00:00,2024-09-06,17,4,9,0,0,2584
2024-09-06 18:00:00,2024-09-06,18,4,9,0,0,1968
2024-09-06 19:00:00,2024-09-06,19,4,9,0,0,1836
2024-09-06 20:00:00,2024-09-06,20,4,9,0,0,1758
2024-09-06 21:00:00,2024-09-06,21,4,9,0,0,2430
2024-09-06 22:00:00,2024-09-06,22,4,9,0,0,2788
2024-09-06 23:00:00,2024-09-06,23,4,9,0,0,465
2024-09-07 09:00:00,2024-09-07,9,5,9,1,0,1000
2024-09-07 10:00:00,2024-09-07,10,5,9,1,0,2103
2024-09-07 11:00:00,2024-09-07,11,5,9,1,0,2914
2024-09-07 12:00:00,2024-09-07,12,5,9,1,0,2856
2024-09-07 13:00:00,2024-09-07,13,5,9,1,0,2195
2024-09-07 14:00:00,2024-09-07,14,5,9,1,0,2815
2024-09-07 15:00:00,2024-09-07,15,5,9,1,0,3826
2024-09-07 16:00:00,2024-09-07,16,5,9,1,0,4590
2024-09-07 17:00:00,2024-09-07,17,5,9,1,0,2473
2024-09-07 18:00:00,2024-09-07,18,5,9,1,0,3010
2024-09-07 19:00:00,2024-09-07,19,5,9,1,0,2631
2024-09-07 20:00:00,2024-09-07,20,5,9,1,0,3208
2024-09-07 21:00:00,2024-09-07,21,5,9,1,0,2899
2024-09-07 22:00:00,2024-09-07,22,5,9,1,0,3530
2024-09-07 23:00:00,2024-09-07,23,5,9,1,0,783
2024-09-08 09:00:00,2024-09-08,9,6,9,1,0,1540
2024-09-08 10:00:00,2024-09-08,10,6,9,1,0,1786
2024-09-08 11:00:00,2024-09-08,11,6,9,1,0,2930
2024-09-08 12:00:00,2024-09-08,12,6,9,1,0,3259
2024-09-08 13:00:00,2024-09-08,13,6,9,1,0,3193
2024-09-08 14:00:00,2024-09-08,14,6,9,1,0,4129
2024-09-08 15:00:00,2024-09-08,15,6,9,1,0,3554
2024-09-08 16:00:00,2024-09-08,16,6,9,1,0,3340
2024-09-08 17:00:00,2024-09-08,17,6,9,1,0,2175
2024-09-08 18:00:00,2024-09-08,18,6,9,1,0,1663
2024-09-08 19:00:00,2024-09-08,19,6,9,1,0,2677
2024-09-08 20:00:00,2024-09-08,20,6,9,1,0,2506
2024-09-08 21:00:00,2024-09-08,21,6,9,1,0,2739
2024-09-08 22:00:00,2024-09-08,22,6,9,1,0,2412
2024-09-08 23:00:00,2024-09-08,23,6,9,1,0,755
2024-09-09 09:00:00,2024-09-09,9,0,9,0,0,1117
2024-09-09 10:00:00,2024-09-09,10,0,9,0,0,1439
2024-09-09 11:00:00,2024-09-09,11,0,9,0,0,1642
2024-09-09 12:00:00,2024-09-09,12,0,9,0,0,1344
2024-09-09 13:00:00,2024-09-09,13,0,9,0,0,2674
2024-09-09 14:00:00,2024-09-09,14,0,9,0,0,2550
2024-09-09 15:00:00,2024-09-09,15,0,9,0,0,2906
2024-09-09 16:00:00,2024-09-09,16,0,9,0,0,2440
2024-09-09 17:00:00,2024-09-09,17,0,9,0,0,2588
2024-09-09 18:00:00,2024-09-09,18,0,9,0,0,2585
2024-09-09 19:00:00,2024-09-09,19,0,9,0,0,2008
2024-09-09 20:00:00,2024-09-09,20,0,9,0,0,2262
2024-09-09 21:00:00,2024-09-09,21,0,9,0,0,2453
2024-09-09 22:00:00,2024-09-09,22,0,9,0,0,2311
2024-09-09 23:00:00,2024-09-09,23,0,9,0,0,565
2024-09-10 09:00:00,2024-09-10,9,1,9,0,0,1093
2024-09-10 10:00:00,2024-09-10,10,1,9,0,0,1469
2024-09-10 11:00:00,2024-09-10,11,1,9,0,0,1924
2024-09-10 12:00:00,2024-09-10,12,1,9,0,0,1969
2024-09-10 13:00:00,2024-09-10,13,1,9,0,0,2224
2024-09-10 14:00:00,2024-09-10,14,1,9,0,0,2275
2024-09-10 15:00:00,2024-09-10,15,1,9,0,0,2262
2024-09-10 16:00:00,2024-09-10,16,1,9,0,0,2331
2024-09-10 17:00:00,2024-09-10,17,1,9,0,0,2582
2024-09-10 18:00:00,2024-09-10,18,1,9,0,0,1996
2024-09-10 19:00:00,2024-09-10,19,1,9,0,0,1992
2024-09-10 20:00:00,2024-09-10,20,1,9,0,0,2389
2024-09-10 21:00:00,2024-09-10,21,1,9,0,0,1817
2024-09-10 22:00:00,2024-09-10,22,1,9,0,0,2567
2024-09-10 23:00:00,2024-09-10,23,1,9,0,0,620
2024-09-11 09:00:00,2024-09-11,9,2,9,0,0,1002
2024-09-11 10:00:00,2024-09-11,10,2,9,0,0,1574
2024-09-11 11:00:00,2024-09-11,11,2,9,0,0,1683
2024-09-11 12:00:00,2024-09-11,12,2,9,0,0,2262
2024-09-11 13:00:00,2024-09-11,13,2,9,0,0,2149
2024-09-11 14:00:00,2024-09-11,14,2,9,0,0,2143
2024-09-11 15:00:00,2024-09-11,15,2,9,0,0,2671
2024-09-11 16:00:00,2024-09-11,16,2,9,0,0,2690
2024-09-11 17:00:00,2024-09-11,17,2,9,0,0,2412
2024-09-11 18:00:00,2024-09-11,18,2,9,0,0,1918
2024-09-11 19:00:00,2024-09-11,19,2,9,0,0,1786
2024-09-11 20:00:00,2024-09-11,20,2,9,0,0,2456
2024-09-11 21:00:00,2024-09-11,21,2,9,0,0,2367
2024-09-11 22:00:00,2024-09-11,22,2,9,0,0,2432
2024-09-11 23:00:00,2024-09-11,23,2,9,0,0,519
2024-09-12 09:00:00,2024-09-12,9,3,9,0,0,1298
2024-09-12 10:00:00,2024-09-12,10,3,9,0,0,1287
2024-09-12 11:00:00,2024-09-12,11,3,9,0,0,1986
2024-09-12 12:00:00,2024-09-12,12,3,9,0,0,2552
2024-09-12 13:00:00,2024-09-12,13,3,9,0,0,2679
2024-09-12 14:00:00,2024-09-12,14,3,9,0,0,2664
2024-09-12 15:00:00,2024-09-12,15,3,9,0,0,1835
2024-09-12 16:00:00,2024-09-12,16,3,9,0,0,3070
2024-09-12 17:00:00,2024-09-12,17,3,9,0,0,2100
2024-09-12 18:00:00,2024-09-12,18,3,9,0,0,1975
2024-09-12 19:00:00,2024-09-12,19,3,9,0,0,1787
2024-09-12 20:00:00,2024-09-12,20,3,9,0,0,2733
2024-09-12 21:00:00,2024-09-12,21,3,9,0,0,2488
2024-09-12 22:00:00,2024-09-12,22,3,9,0,0,2103
2024-09-12 23:00:00,2024-09-12,23,3,9,0,0,544
2024-09-13 09:00:00,2024-09-13,9,4,9,0,0,1054
2024-09-13 10:00:00,2024-09-13,10,4,9,0,0,1371
2024-09-13 11:00:00,2024-09-13,11,4,9,0,0,2097
2024-09-13 12:00:00,2024-09-13,12,4,9,0,0,1867
2024-09-13 13:00:00,2024-09-13,13,4,9,0,0,3022
2024-09-13 14:00:00,2024-09-13,14,4,9,0,0,3002
2024-09-13 15:00:00,2024-09-13,15,4,9,0,0,3166
2024-09-13 16:00:00,2024-09-13,16,4,9,0,0,2579
2024-09-13 17:00:00,2024-09-13,17,4,9,0,0,2487
2024-09-13 18:00:00,2024-09-13,18,4,9,0,0,1851
2024-09-13 19:00:00,2024-09-13,19,4,9,0,0,1758
2024-09-13 20:00:00,2024-09-13,20,4,9,0,0,1764
2024-09-13 21:00:00,2024-09-13,21,4,9,0,0,2750
2024-09-13 22:00:00,2024-09-13,22,4,9,0,0,2063
2024-09-13 23:00:00,2024-09-13,23,4,9,0,0,378
2024-09-14 09:00:00,2024-09-14,9,5,9,1,0,1508
2024-09-14 10:00:00,2024-09-14,10,5,9,1,0,1684
2024-09-14 11:00:00,2024-09-14,11,5,9,1,0,2713
2024-09-14 12:00:00,2024-09-14,12,5,9,1,0,2756
2024-09-14 13:00:00,2024-09-14,13,5,9,1,0,3340
2024-09-14 14:00:00,2024-09-14,14,5,9,1,0,3486
2024-09-14 15:00:00,2024-09-14,15,5,9,1,0,3421
2024-09-14 16:00:00,2024-09-14,16,5,9,1,0,3683
2024-09-14 17:00:00,2024-09-14,17,5,9,1,0,3331
2024-09-14 18:00:00,2024-09-14,18,5,9,1,0,2883
2024-09-14 19:00:00,2024-09-14,19,5,9,1,0,2312
2024-09-14 20:00:00,2024-09-14,20,5,9,1,0,3336
2024-09-14 21:00:00,2024-09-14,21,5,9,1,0,3850
2024-09-14 22:00:00,2024-09-14,22,5,9,1,0,3266
2024-09-14 23:00:00,2024-09-14,23,5,9,1,0,854
2024-09-15 09:00:00,2024-09-15,9,6,9,1,0,1280
2024-09-15 10:00:00,2024-09-15,10,6,9,1,0,2061
2024-09-15 11:00:00,2024-09-15,11,6,9,1,0,2200
2024-09-15 12:00:00,2024-09-15,12,6,9,1,0,2483
2024-09-15 13:00:00,2024-09-15,13,6,9,1,0,3116
2024-09-15 14:00:00,2024-09-15,14,6,9,1,0,4213
2024-09-15 15:00:00,2024-09-15,15,6,9,1,0,2947
2024-09-15 16:00:00,2024-09-15,16,6,9,1,0,3794
2024-09-15 17:00:00,2024-09-15,17,6,9,1,0,2791
2024-09-15 18:00:00,2024-09-15,18,6,9,1,0,2947
2024-09-15 19:00:00,2024-09-15,19,6,9,1,0,2625
2024-09-15 20:00:00,2024-09-15,20,6,9,1,0,3280
2024-09-15 21:00:00,2024-09-15,21,6,9,1,0,2502
2024-09-15 22:00:00,2024-09-15,22,6,9,1,0,2869
2024-09-15 23:00:00,2024-09-15,23,6,9,1,0,757
2024-09-16 09:00:00,2024-09-16,9,0,9,0,0,848
2024-09-16 10:00:00,2024-09-16,10,0,9,0,0,1103
2024-09-16 11:00:00,2024-09-16,11,0,9,0,0,1840
2024-09-16 12:00:00,2024-09-16,12,0,9,0,0,2274
2024-09-16 13:00:00,2024-09-16,13,0,9,0,0,2791
2024-09-16 14:00:00,2024-09-16,14,0,9,0,0,2070
2024-09-16 15:00:00,2024-09-16,15,0,9,0,0,2995
2024-09-16 16:00:00,2024-09-16,16,0,9,0,0,2468
2024-09-16 17:00:00,2024-09-16,17,0,9,0,0,1953
2024-09-16 18:00:00,2024-09-16,18,0,9,0,0,2130
2024-09-16 19:00:00,2024-09-16,19,0,9,0,0,2102
2024-09-16 20:00:00,2024-09-16,20,0,9,0,0,2777
2024-09-16 21:00:00,2024-09-16,21,0,9,0,0,2582
2024-09-16 22:00:00,2024-09-16,22,0,9,0,0,2502
2024-09-16 23:00:00,2024-09-16,23,0,9,0,0,591
2024-09-17 09:00:00,2024-09-17,9,1,9,0,0,1062
2024-09-17 10:00:00,2024-09-17,10,1,9,0,0,1032
2024-09-17 11:00:00,2024-09-17,11,1,9,0,0,2252
2024-09-17 12:00:00,2024-09-17,12,1,9,0,0,1388
2024-09-17 13:00:00,2024-09-17,13,1,9,0,0,3024
2024-09-17 14:00:00,2024-09-17,14,1,9,0,0,2625
2024-09-17 15:00:00,2024-09-17,15,1,9,0,0,3245
2024-09-17 16:00:00,2024-09-17,16,1,9,0,0,2269
2024-09-17 17:00:00,2024-09-17,17,1,9,0,0,2711
2024-09-17 18:00:00,2024-09-17,18,1,9,0,0,2038
2024-09-17 19:00:00,2024-09-17,19,1,9,0,0,1558
2024-09-17 20:00:00,2024-09-17,20,1,9,0,0,1709
2024-09-17 21:00:00,2024-09-17,21,1,9,0,0,2668
2024-09-17 22:00:00,2024-09-17,22,1,9,0,0,2138
2024-09-17 23:00:00,2024-09-17,23,1,9,0,0,463
2024-09-18 09:00:00,2024-09-18,9,2,9,0,0,1125
2024-09-18 10:00:00,2024-09-18,10,2,9,0,0,1483
2024-09-18 11:00:00,2024-09-18,11,2,9,0,0,2000
2024-09-18 12:00:00,2024-09-18,12,2,9,0,0,2490
2024-09-18 13:00:00,2024-09-18,13,2,9,0,0,2515
2024-09-18 14:00:00,2024-09-18,14,2,9,0,0,3338
2024-09-18 15:00:00,2024-09-18,15,2,9,0,0,2875
2024-09-18 16:00:00,2024-09-18,16,2,9,0,0,2617
2024-09-18 17:00:00,2024-09-18,17,2,9,0,0,2043
2024-09-18 18:00:00,2024-09-18,18,2,9,0,0,2165
2024-09-18 19:00:00,2024-09-18,19,2,9,0,0,1801
2024-09-18 20:00:00,2024-09-18,20,2,9,0,0,2654
2024-09-18 21:00:00,2024-09-18,21,2,9,0,0,2512
2024-09-18 22:00:00,2024-09-18,22,2,9,0,0,2043
2024-09-18 23:00:00,2024-09-18,23,2,9,0,0,576
2024-09-19 09:00:00,2024-09-19,9,3,9,0,0,1230
2024-09-19 10:00:00,2024-09-19,10,3,9,0,0,1773
2024-09-19 11:00:00,2024-09-19,11,3,9,0,0,2076
2024-09-19 12:00:00,2024-09-19,12,3,9,0,0,2439
2024-09-19 13:00:00,2024-09-19,13,3,9,0,0,2551
2024-09-19 14:00:00,2024-09-19,14,3,9,0,0,2858
2024-09-19 15:00:00,2024-09-19,15,3,9,0,0,3219
2024-09-19 16:00:00,2024-09-19,16,3,9,0,0,2294
2024-09-19 17:00:00,2024-09-19,17,3,9,0,0,2427
2024-09-19 18:00:00,2024-09-19,18,3,9,0,0,2028
2024-09-19 19:00:00,2024-09-19,19,3,9,0,0,1962
2024-09-19 20:00:00,2024-09-19,20,3,9,0,0,2731
2024-09-19 21:00:00,2024-09-19,21,3,9,0,0,2209
2024-09-19 22:00:00,2024-09-19,22,3,9,0,0,1188
2024-09-19 23:00:00,2024-09-19,23,3,9,0,0,537
2024-09-20 09:00:00,2024-09-20,9,4,9,0,0,1263
2024-09-20 10:00:00,2024-09-20,10,4,9,0,0,1595
2024-09-20 11:00:00,2024-09-20,11,4,9,0,0,1973
2024-09-20 12:00:00,2024-09-20,12,4,9,0,0,2160
2024-09-20 13:00:00,2024-09-20,13,4,9,0,0,2144
2024-09-20 14:00:00,2024-09-20,14,4,9,0,0,2899
2024-09-20 15:00:00,2024-09-20,15,4,9,0,0,1763
2024-09-20 16:00:00,2024-09-20,16,4,9,0,0,3446
2024-09-20 17:00:00,2024-09-20,17,4,9,0,0,2706
2024-09-20 18:00:00,2024-09-20,18,4,9,0,0,2080
2024-09-20 19:00:00,2024-09-20,19,4,9,0,0,1739
2024-09-20 20:00:00,2024-09-20,20,4,9,0,0,1647
2024-09-20 21:00:00,2024-09-20,21,4,9,0,0,2311
2024-09-20 22:00:00,2024-09-20,22,4,9,0,0,2698
2024-09-20 23:00:00,2024-09-20,23,4,9,0,0,577
2024-09-21 09:00:00,2024-09-21,9,5,9,1,0,981
2024-09-21 10:00:00,2024-09-21,10,5,9,1,0,2482
2024-09-21 11:00:00,2024-09-21,11,5,9,1,0,1784
2024-09-21 12:00:00,2024-09-21,12,5,9,1,0,3296
2024-09-21 13:00:00,2024-09-21,13,5,9,1,0,3170
2024-09-21 14:00:00,2024-09-21,14,5,9,1,0,3847
2024-09-21 15:00:00,2024-09-21,15,5,9,1,0,3921
2024-09-21 16:00:00,2024-09-21,16,5,9,1,0,2850
2024-09-21 17:00:00,2024-09-21,17,5,9,1,0,4247
2024-09-21 18:00:00,2024-09-21,18,5,9,1,0,3485
2024-09-21 19:00:00,2024-09-21,19,5,9,1,0,2413
2024-09-21 20:00:00,2024-09-21,20,5,9,1,0,2788
2024-09-21 21:00:00,2024-09-21,21,5,9,1,0,3347
2024-09-21 22:00:00,2024-09-21,22,5,9,1,0,3246
2024-09-21 23:00:00,2024-09-21,23,5,9,1,0,795
2024-09-22 09:00:00,2024-09-22,9,6,9,1,0,1572
2024-09-22 10:00:00,2024-09-22,10,6,9,1,0,2146
2024-09-22 11:00:00,2024-09-22,11,6,9,1,0,2973
2024-09-22 12:00:00,2024-09-22,12,6,9,1,0,3224
2024-09-22 13:00:00,2024-09-22,13,6,9,1,0,2989
2024-09-22 14:00:00,2024-09-22,14,6,9,1,0,4289
2024-09-22 15:00:00,2024-09-22,15,6,9,1,0,4524
2024-09-22 16:00:00,2024-09-22,16,6,9,1,0,5081
2024-09-22 17:00:00,2024-09-22,17,6,9,1,0,2959
2024-09-22 18:00:00,2024-09-22,18,6,9,1,0,3106
2024-09-22 19:00:00,2024-09-22,19,6,9,1,0,1900
2024-09-22 20:00:00,2024-09-22,20,6,9,1,0,3426
2024-09-22 21:00:00,2024-09-22,21,6,9,1,0,3001
2024-09-22 22:00:00,2024-09-22,22,6,9,1,0,3954
2024-09-22 23:00:00,2024-09-22,23,6,9,1,0,692
2024-09-23 09:00:00,2024-09-23,9,0,9,0,0,635
2024-09-23 10:00:00,2024-09-23,10,0,9,0,0,1413
2024-09-23 11:00:00,2024-09-23,11,0,9,0,0,1431
2024-09-23 12:00:00,2024-09-23,12,0,9,0,0,2437
2024-09-23 13:00:00,2024-09-23,13,0,9,0,0,1905
2024-09-23 14:00:00,2024-09-23,14,0,9,0,0,2740
2024-09-23 15:00:00,2024-09-23,15,0,9,0,0,2101
2024-09-23 16:00:00,2024-09-23,16,0,9,0,0,2625
2024-09-23 17:00:00,2024-09-23,17,0,9,0,0,3033
2024-09-23 18:00:00,2024-09-23,18,0,9,0,0,2332
2024-09-23 19:00:00,2024-09-23,19,0,9,0,0,1682
2024-09-23 20:00:00,2024-09-23,20,0,9,0,0,2371
2024-09-23 21:00:00,2024-09-23,21,0,9,0,0,2385
2024-09-23 22:00:00,2024-09-23,22,0,9,0,0,1760
2024-09-23 23:00:00,2024-09-23,23,0,9,0,0,472
2024-09-24 09:00:00,2024-09-24,9,1,9,0,0,1219
2024-09-24 10:00:00,2024-09-24,10,1,9,0,0,1012
2024-09-24 11:00:00,2024-09-24,11,1,9,0,0,1214
2024-09-24 12:00:00,2024-09-24,12,1,9,0,0,2104
2024-09-24 13:00:00,2024-09-24,13,1,9,0,0,2726
2024-09-24 14:00:00,2024-09-24,14,1,9,0,0,2738
2024-09-24 15:00:00,2024-09-24,15,1,9,0,0,2327
2024-09-24 16:00:00,2024-09-24,16,1,9,0,0,2408
2024-09-24 17:00:00,2024-09-24,17,1,9,0,0,2593
2024-09-24 18:00:00,2024-09-24,18,1,9,0,0,2214
2024-09-24 19:00:00,2024-09-24,19,1,9,0,0,1746
2024-09-24 20:00:00,2024-09-24,20,1,9,0,0,2242
2024-09-24 21:00:00,2024-09-24,21,1,9,0,0,2578
2024-09-24 22:00:00,2024-09-24,22,1,9,0,0,2232
2024-09-24 23:00:00,2024-09-24,23,1,9,0,0,559
2024-09-25 09:00:00,2024-09-25,9,2,9,0,0,1434
2024-09-25 10:00:00,2024-09-25,10,2,9,0,0,1242
2024-09-25 11:00:00,2024-09-25,11,2,9,0,0,1459
2024-09-25 12:00:00,2024-09-25,12,2,9,0,0,2446
2024-09-25 13:00:00,2024-09-25,13,2,9,0,0,2327
2024-09-25 14:00:00,2024-09-25,14,2,9,0,0,2626
2024-09-25 15:00:00,2024-09-25,15,2,9,0,0,2537
2024-09-25 16:00:00,2024-09-25,16,2,9,0,0,2645
2024-09-25 17:00:00,2024-09-25,17,2,9,0,0,3019
2024-09-25 18:00:00,2024-09-25,18,2,9,0,0,2451
2024-09-25 19:00:00,2024-09-25,19,2,9,0,0,2071
2024-09-25 20:00:00,2024-09-25,20,2,9,0,0,1975
2024-09-25 21:00:00,2024-09-25,21,2,9,0,0,2051
2024-09-25 22:00:00,2024-09-25,22,2,9,0,0,1569
2024-09-25 23:00:00,2024-09-25,23,2,9,0,0,357
2024-09-26 09:00:00,2024-09-26,9,3,9,0,0,1269
2024-09-26 10:00:00,2024-09-26,10,3,9,0,0,1591
2024-09-26 11:00:00,2024-09-26,11,3,9,0,0,1827
2024-09-26 12:00:00,2024-09-26,12,3,9,0,0,2229
2024-09-26 13:00:00,2024-09-26,13,3,9,0,0,2324
2024-09-26 14:00:00,2024-09-26,14,3,9,0,0,2797
2024-09-26 15:00:00,2024-09-26,15,3,9,0,0,2140
2024-09-26 16:00:00,2024-09-26,16,3,9,0,0,2201
2024-09-26 17:00:00,2024-09-26,17,3,9,0,0,2624
2024-09-26 18:00:00,2024-09-26,18,3,9,0,0,2486
2024-09-26 19:00:00,2024-09-26,19,3,9,0,0,1783
2024-09-26 20:00:00,2024-09-26,20,3,9,0,0,2580
2024-09-26 21:00:00,2024-09-26,21,3,9,0,0,3183
2024-09-26 22:00:00,2024-09-26,22,3,9,0,0,1645
2024-09-26 23:00:00,2024-09-26,23,3,9,0,0,591
2024-09-27 09:00:00,2024-09-27,9,4,9,0,0,1037
2024-09-27 10:00:00,2024-09-27,10,4,9,0,0,1531
2024-09-27 11:00:00,2024-09-27,11,4,9,0,0,1980
2024-09-27 12:00:00,2024-09-27,12,4,9,0,0,2288
2024-09-27 13:00:00,2024-09-27,13,4,9,0,0,2223
2024-09-27 14:00:00,2024-09-27,14,4,9,0,0,2798
2024-09-27 15:00:00,2024-09-27,15,4,9,0,0,3291
2024-09-27 16:00:00,2024-09-27,16,4,9,0,0,2877
2024-09-27 17:00:00,2024-09-27,17,4,9,0,0,2826
2024-09-27 18:00:00,2024-09-27,18,4,9,0,0,2172
2024-09-27 19:00:00,2024-09-27,19,4,9,0,0,2045
2024-09-27 20:00:00,2024-09-27,20,4,9,0,0,1721
2024-09-27 21:00:00,2024-09-27,21,4,9,0,0,2108
2024-09-27 22:00:00,2024-09-27,22,4,9,0,0,2470
2024-09-27 23:00:00,2024-09-27,23,4,9,0,0,348
2024-09-28 09:00:00,2024-09-28,9,5,9,1,0,1420
2024-09-28 10:00:00,2024-09-28,10,5,9,1,0,2069
2024-09-28 11:00:00,2024-09-28,11,5,9,1,0,2624
2024-09-28 12:00:00,2024-09-28,12,5,9,1,0,1811
2024-09-28 13:00:00,2024-09-28,13,5,9,1,0,3852
2024-09-28 14:00:00,2024-09-28,14,5,9,1,0,3939
2024-09-28 15:00:00,2024-09-28,15,5,9,1,0,3460
2024-09-28 16:00:00,2024-09-28,16,5,9,1,0,3006
2024-09-28 17:00:00,2024-09-28,17,5,9,1,0,3360
2024-09-28 18:00:00,2024-09-28,18,5,9,1,0,2856
2024-09-28 19:00:00,2024-09-28,19,5,9,1,0,2568
2024-09-28 20:00:00,2024-09-28,20,5,9,1,0,3072
2024-09-28 21:00:00,2024-09-28,21,5,9,1,0,2439
2024-09-28 22:00:00,2024-09-28,22,5,9,1,0,3063
2024-09-28 23:00:00,2024-09-28,23,5,9,1,0,735
2024-09-29 09:00:00,2024-09-29,9,6,9,1,0,1653
2024-09-29 10:00:00,2024-09-29,10,6,9,1,0,1853
2024-09-29 11:00:00,2024-09-29,11,6,9,1,0,3044
2024-09-29 12:00:00,2024-09-29,12,6,9,1,0,2325
2024-09-29 13:00:00,2024-09-29,13,6,9,1,0,3958
2024-09-29 14:00:00,2024-09-29,14,6,9,1,0,3587
2024-09-29 15:00:00,2024-09-29,15,6,9,1,0,4169
2024-09-29 16:00:00,2024-09-29,16,6,9,1,0,3721
2024-09-29 17:00:00,2024-09-29,17,6,9,1,0,3887
2024-09-29 18:00:00,2024-09-29,18,6,9,1,0,2878
2024-09-29 19:00:00,2024-09-29,19,6,9,1,0,2199
2024-09-29 20:00:00,2024-09-29,20,6,9,1,0,3760
2024-09-29 21:00:00,2024-09-29,21,6,9,1,0,3169
2024-09-29 22:00:00,2024-09-29,22,6,9,1,0,3298
2024-09-29 23:00:00,2024-09-29,23,6,9,1,0,876
2024-09-30 09:00:00,2024-09-30,9,0,9,0,0,997
2024-09-30 10:00:00,2024-09-30,10,0,9,0,0,1605
2024-09-30 11:00:00,2024-09-30,11,0,9,0,0,1744
2024-09-30 12:00:00,2024-09-30,12,0,9,0,0,2200
2024-09-30 13:00:00,2024-09-30,13,0,9,0,0,2555
2024-09-30 14:00:00,2024-09-30,14,0,9,0,0,2239
2024-09-30 15:00:00,2024-09-30,15,0,9,0,0,2538
2024-09-30 16:00:00,2024-09-30,16,0,9,0,0,3173
2024-09-30 17:00:00,2024-09-30,17,0,9,0,0,2802
2024-09-30 18:00:00,2024-09-30,18,0,9,0,0,2219
2024-09-30 19:00:00,2024-09-30,19,0,9,0,0,1352
2024-09-30 20:00:00,2024-09-30,20,0,9,0,0,2295
2024-09-30 21:00:00,2024-09-30,21,0,9,0,0,2767
2024-09-30 22:00:00,2024-09-30,22,0,9,0,0,2322
2024-09-30 23:00:00,2024-09-30,23,0,9,0,0,581
2024-10-01 09:00:00,2024-10-01,9,1,10,0,0,1294
2024-10-01 10:00:00,2024-10-01,10,1,10,0,0,1358
2024-10-01 11:00:00,2024-10-01,11,1,10,0,0,2227
2024-10-01 12:00:00,2024-10-01,12,1,10,0,0,1825
2024-10-01 13:00:00,2024-10-01,13,1,10,0,0,3028
2024-10-01 14:00:00,2024-10-01,14,1,10,0,0,2608
2024-10-01 15:00:00,2024-10-01,15,1,10,0,0,2718
2024-10-01 16:00:00,2024-10-01,16,1,10,0,0,2111
2024-10-01 17:00:00,2024-10-01,17,1,10,0,0,2395
2024-10-01 18:00:00,2024-10-01,18,1,10,0,0,1956
2024-10-01 19:00:00,2024-10-01,19,1,10,0,0,1740
2024-10-01 20:00:00,2024-10-01,20,1,10,0,0,2340
2024-10-01 21:00:00,2024-10-01,21,1,10,0,0,2653
2024-10-01 22:00:00,2024-10-01,22,1,10,0,0,2439
2024-10-01 23:00:00,2024-10-01,23,1,10,0,0,586
2024-10-02 09:00:00,2024-10-02,9,2,10,0,0,988
2024-10-02 10:00:00,2024-10-02,10,2,10,0,0,1340
2024-10-02 11:00:00,2024-10-02,11,2,10,0,0,2282
2024-10-02 12:00:00,2024-10-02,12,2,10,0,0,2038
2024-10-02 13:00:00,2024-10-02,13,2,10,0,0,2125
2024-10-02 14:00:00,2024-10-02,14,2,10,0,0,2651
2024-10-02 15:00:00,2024-10-02,15,2,10,0,0,2800
2024-10-02 16:00:00,2024-10-02,16,2,10,0,0,3081
2024-10-02 17:00:00,2024-10-02,17,2,10,0,0,2920
2024-10-02 18:00:00,2024-10-02,18,2,10,0,0,2206
2024-10-02 19:00:00,2024-10-02,19,2,10,0,0,1789
2024-10-02 20:00:00,2024-10-02,20,2,10,0,0,2364
